City,Place,Review,Rating,Name,Date
Location 2,Chand Baori (Step well),stopped way agra left jaipur took hour reach timing perfect sun risen cast beautiful light grand step wells guide polite,5,Anonymous,04/02/2023
Location 2,Chand Baori (Step well),hard believe incredible feat engineering accomplished ad complexity steps like living escher drawing miss indian experience,4,Anonymous,23/05/2017
Location 2,Chand Baori (Step well),fellow traveler mentioned place nice thing want add carry food water nearby place allowed step,4,Anonymous,22/10/2018
Location 2,Chand Baori (Step well),rare gems tourists skip whirlwind tours understand rajasthan history place missed hours heart jaipur worth time spent travelling said,3,Anonymous,18/09/2019
Location 2,Chand Baori (Step well),abhaneri known chand baori step wells thought people using steps carry water blows mind beautiful steps incredible wells used cool places relaxation water reservoirs,5,Anonymous,12/06/2020
Location 2,Chand Baori (Step well),time stay jaipur definitely try chand baori spent days jaipur highlight stay hour drive east jaipur,4,Anonymous,09/04/2021
Location 2,Chand Baori (Step well),clean quite place went friends enjoyed alott restaurants eating places nearby small shoppies u chips n water allowed cross railing kept embankment stairs,5,Anonymous,28/11/2019
Location 2,Chand Baori (Step well),visited way jaipur agra kuoni taj tour sure expecting fantastic shaped like upside pyramid deeper expected solid stone,5,Anonymous,06/05/2017
Location 2,Chand Baori (Step well),stepwell village abhaneri km jaipur main road agra appear visited tourists consists steps levels metres deep,3,Anonymous,16/12/2019
Location 2,Chand Baori (Step well),extraordinary world heritage site called step descend double sets steps going stories ground told steps linked blocks stone,3,Anonymous,01/08/2015
Location 2,Chand Baori (Step well),hidden gem dating years ago illustrating indian engineering people allowed visitor time peace real marvel discover,4,Anonymous,02/07/2016
Location 2,Chand Baori (Step well),undoubtedly highlights visit rajasthan stepwell built thousand years ago abhaneri village rajasthan age history fascinating great place photos,5,Anonymous,23/01/2019
Location 2,Chand Baori (Step well),seen photos ancient step built years ago glad finally got person interesting impressive man wells seen architectural wonder,5,Anonymous,09/07/2014
Location 2,Chand Baori (Step well),chand baori best examples geometric expertise ancient india located abhaneri village built th century considered oldest deepest stepwell india probably largest world main purpose,4,Anonymous,24/10/2014
Location 2,Chand Baori (Step well),chand baori best examples geometric expertise ancient india located abhaneri village built th century considered oldest deepest stepwell india probably largest world main purpose,4,Anonymous,29/05/2017
Location 2,Chand Baori (Step well),chand baori built king chanda nikumbha dynasty ad famous spectacular step wells worth taking detour jaipur stand awe sheer architecture world heritage,4,Anonymous,10/03/2017
Location 2,Chand Baori (Step well),worth detour way jaipur amazing step built harvest rainwater provide bathing facilities local royals entourages unique european eyes like looking falling block quilt layers,4,Anonymous,27/03/2016
Location 2,Chand Baori (Step well),really liked place rivers meet thats really construction purpose huge deep rises monsoon steps water,4,Anonymous,07/02/2018
Location 2,Chand Baori (Step well),looking historical site visit come tripadvisor n actually felt guilty aware mesmerizing stepwell vicinity nh agra jaipur highway near bandikui n accessible bandikui railway station,3,Anonymous,04/03/2017
Location 2,Chand Baori (Step well),said great trip way agra jaipur small tour group happy guide stop heard step,5,Anonymous,04/03/2022
Location 2,Chand Baori (Step well),visit place like archaeology frankly walk step click pictures admire carvings sculptures placed took aide guide,4,Anonymous,22/09/2019
Location 2,Chand Baori (Step well),located dausa district jaipur agra highway place visit love history ancient architecture step dating th th century meters deep symmetrical steps leading,4,Anonymous,31/12/2014
Location 2,Chand Baori (Step well),attraction evident road walk site feels magical mathematician love symmetry patterns step pretty cool features,5,Anonymous,16/06/2022
Location 2,Chand Baori (Step well),great place visit travelling agra jaipur diversion main route add hour journey glad seen located small rural,5,Anonymous,06/08/2015
Location 2,Chand Baori (Step well),really wonder innumerable number steps leading water number movies shot including dark knight rises,4,Anonymous,20/01/2015
Location 2,Chand Baori (Step well),agree earlier posters really good place stop agra jaipur journey quite long way big city probably worth journey really worth seeing going nearby,4,Anonymous,02/12/2018
Location 2,Chand Baori (Step well),needs real talent make thing like make hug beautiful place quite approachable form highway surprising quite place considering tourist place kept,5,Anonymous,24/10/2019
Location 2,Chand Baori (Step well),architectural wonder step inverted pyramid built years ago king chanda dedicated hashat nata goddess joy happiness built hold water monsoons women village,5,Anonymous,04/04/2023
Location 2,Chand Baori (Step well),beautiful intricate step average maintained clean small garden regret closed security trained guide available,5,Anonymous,16/09/2016
Location 2,Chand Baori (Step well),visited whilst travelling agra jaipur step amazing site build wonderful piece architecture years ago free visit really maintained area visit,5,Anonymous,05/12/2019
Location 2,Chand Baori (Step well),free guide pay wish upkeep place worth minor detour main road age place makes amazing people,5,Anonymous,11/07/2022
Location 2,Chand Baori (Step well),todo train agra bandikui station right outside station confronted taxis drovers say chand boari took taxi jeep minutes step unbelievable like,4,Anonymous,04/08/2015
Location 2,Chand Baori (Step well),stepwell hold water monsoons ladies walk steps collect litres water water jars place head walk wonderful awe inspiring structure,5,Anonymous,04/10/2020
Location 2,Chand Baori (Step well),baori big pictures images baori okay okay allowed step inside climb stepwell run architecture beautiful suggest way alwar,5,Anonymous,19/05/2013
Location 2,Chand Baori (Step well),magnificent hindu architecture lost oblivion beautiful town abhaneri city moon light foreigners visit place n english movies fall dark night returns n best exotic marigold hotel,5,Anonymous,16/03/2022
Location 2,Chand Baori (Step well),took nearly hours car jaipur arrival offered guide rs suggest accept offer lot history year old structure,4,Anonymous,05/06/2020
Location 2,Chand Baori (Step well),interesting intriguing piece history visit visiting jaipur travelling place kms jaipur agra highway turn bandikui highway,4,Anonymous,31/10/2016
Location 2,Chand Baori (Step well),group indian triangle tour newmarket holiday lucky indian tour guide previously history school teacher knowledgeable indian history told chand baori oldest,4,Anonymous,22/04/2014
Location 2,Chand Baori (Step well),interesting road trip agra jaipur went look chand baori little village abhaneri india biggest deepest step wells carved blocks unusual construction,4,Anonymous,04/11/2019
Location 2,Chand Baori (Step well),chanced chand baori visit alwar district east rajasthan chand baori easy locate worth hunt deepest stepwells world unlike usually gujarat state replete,4,Anonymous,23/05/2019
Location 2,Chand Baori (Step well),deepest largest stepwells india way agra jaipur road little main highway quite small site absolutely fascinating chand baori consists,4,Anonymous,15/01/2014
Location 2,Chand Baori (Step well),historical place statue broken muslim interesting place know past story,3,Anonymous,16/03/2019
Location 2,Chand Baori (Step well),drive agra jaipur chand baoli way worthy stop walk water place touristic sign nationality book,3,Anonymous,28/06/2016
Location 2,Chand Baori (Step well),beautiful central pond shallow infested algae broken pieces old statues nearby temple disappointment allowed step water,2,Anonymous,06/04/2021
Location 2,Chand Baori (Step well),kms away main road joining jaipur agra worst visit nicest thing visited india free guide available door wish asked rupees,4,Anonymous,04/06/2017
Location 2,Chand Baori (Step well),step minutes away main road jaipur agra unfortunately steps rewarded view fascinating monument got time make,4,Anonymous,05/02/2022
Location 2,Chand Baori (Step well),located near ancient village abhaneri norther rajasthan chand baori step worth visit step fortified sides oldest largest dating th th century unique idea,3,Anonymous,31/07/2017
Location 2,Chand Baori (Step well),read looking attractions drive jaipur bit hard driver stop directions way really fascinating bit design touristy big crowds grabbed,4,Anonymous,06/08/2017
Location 2,Chand Baori (Step well),uncertain step taken aback marvel ancient construction years old deep perfect steps,4,Anonymous,14/08/2016
Location 2,Chand Baori (Step well),family outing returning digambar jain temple shri mahaveer ji son researched wonders way travelling rustic roads car landed bright mild sun turns parked opposite harshad,4,Anonymous,05/08/2022
Location 2,Chand Baori (Step well),th century step ruins nice place visit sunny afternoon great place,5,Anonymous,01/01/2019
Location 2,Chand Baori (Step well),bizarre places seen life saw movies fall batman dark knight rises began search place love temples buildings integrated india,4,Anonymous,09/09/2013
Location 2,Chand Baori (Step well),step situated distance km jaipur jaipur agra road located opposite harshat mata temple constructed ad chand baori consists narrow steps,3,Anonymous,29/04/2015
Location 2,Chand Baori (Step well),great place weekend getaway jaipur maintained clean baori various angles photographer hollywood movie shooting location fall guides available time enjoy kulhad tea visit open till pm,5,Anonymous,21/11/2016
Location 2,Chand Baori (Step well),largest step wells india marvel engineering architecture construction way collect rainwater arid place stay cool swelteringly hot days thing great beauty india lessons teach,5,Anonymous,26/04/2014
Location 2,Chand Baori (Step well),tour magic tours taken driver chand boari stepwell village abhaneri near bandikui rajasthan told prepared utterly stunning monument incredible square structure stories,4,Anonymous,09/10/2022
Location 2,Chand Baori (Step well),miles jaipur jaipur agra road visit step admit heard thing seen realise region particular example,3,Anonymous,18/07/2017
Location 2,Chand Baori (Step well),stopped way agra jaipur road little main highway quite small site absolutely fascinating like optical illusion steps criss crossing way,4,Anonymous,16/02/2014
Location 2,Chand Baori (Step well),nice place visit historical lovers prominent step wall art think india deepest largest baori visit pleasant weather,5,Anonymous,03/05/2017
Location 2,Chand Baori (Step well),chand baori oldest step attractive landmarks rajasthan built king chanda nikumbha dynasty ad abhaneri village dausa district dedicated hashat mata goddess joy,5,Anonymous,20/07/2020
Location 2,Chand Baori (Step well),coming agra going agra jaipur small village called sikandra main highway near km called small village abhaneri chand baori abhaneri built raja,3,Anonymous,07/03/2021
Location 2,Chand Baori (Step well),located small ancient village abhaneri india largest step wells india fortified sides conceived early natives work water reservoir located adjacent temple dedicated,4,Anonymous,05/02/2019
Location 2,Chand Baori (Step well),largest step wells india fortified sides iron fence site preclude actually climbing steps,3,Anonymous,15/03/2016
Location 2,Chand Baori (Step well),monument looks like space craft sci fi movie intricate geometrical patterns labyrinth staircases sight behold wonder told couple hollywood movies shot,4,Anonymous,16/05/2020
Location 2,Chand Baori (Step well),difficult know rate beaten track outside quite unprepossessing inside incredibly engineered th century metre deep step symmetry zigzagging steps quite extraordinary especially consider,2,Anonymous,01/12/2021
Location 2,Chand Baori (Step well),place km jaipur witness unique pieces medieval architecture built th century huge surrounded steps till sides summer palace,4,Anonymous,30/10/2016
Location 2,Chand Baori (Step well),saw tripadvisor main agra jaipur road mins felt visit walk entrance takes breath away sheer size depth utilised local,3,Anonymous,28/08/2016
Location 2,Chand Baori (Step well),place kms away jaipur situated way agra step built king chanda th century stories step people said step built maharani,3,Anonymous,30/04/2015
Location 2,Chand Baori (Step well),chand baori abanheri stepwell pleasant hour drive jaipur absolute visit tourists refreshing amazing small tip guide explain history,5,Anonymous,17/09/2016
Location 2,Chand Baori (Step well),went recent trip agra jaipur min partial toll road sikandra main highway nice ancient structure nice min stop entry free video camera chargeable overall,5,Anonymous,03/06/2014
Location 2,Chand Baori (Step well),tour guide said surprise traveled jaipur agra really astounded entered area saw scale amazing structure forewarned free admission charge bringing,5,Anonymous,11/11/2014
Location 2,Chand Baori (Step well),originally wanted visit th century step jaipur city panna meena ka kund driver boss felt better visiting step abhaneri village way agra jaipur right,4,Anonymous,06/06/2017
Location 2,Chand Baori (Step well),chand baori grow slowly tad disappointed grilled entire step steps admire afar slowly serenity space beautiful,4,Anonymous,11/10/2018
Location 2,Chand Baori (Step well),visited place returing umail lake palace dausa abhaneri step kms place worth visit built th century oldest rajasthan considered biggest world,3,Anonymous,09/08/2018
Location 2,Chand Baori (Step well),love india know cliche love markets cities temples palaces sheer unexpectedness love chand baori think unexpected took,5,Anonymous,19/02/2020
Location 2,Chand Baori (Step well),travelling agra jaipur incredible location people little bit hidden small village really incredible mathematical geometrical perfection immense,4,Anonymous,18/06/2022
Location 2,Chand Baori (Step well),driver stopped way ranthampore quite astonished mathematical geometric perfection steps scale miss,4,Anonymous,12/10/2015
Location 2,Chand Baori (Step well),historic place example great architecture constructed years ago village abhaneri feel historic importance baori baori steps access used ancient time ground water,5,Anonymous,22/05/2013
Location 2,Chand Baori (Step well),came pictures internet place decided pop travelling jaipur agra taj mahal definately need car minutes driving main road,3,Anonymous,10/01/2022
Location 2,Chand Baori (Step well),welcome short break fatehpur sikri jaipur need hire guides really interesting built care water problem seen big baori till date,5,Anonymous,31/12/2016
Location 2,Chand Baori (Step well),really interesting think long ago structure built wonderfully symmetric worth visit sad access steps fence blocking people entrance ask tips,4,Anonymous,19/05/2022
Location 2,Chand Baori (Step well),read saw picture baori month october visited baori going jaipur alwar agra highway taking turn alwar road km,3,Anonymous,23/08/2013
Location 2,Chand Baori (Step well),fascinating step seen beautifully maintained entry fees visit spot jaipur agra highway,5,Anonymous,25/05/2017
Location 2,Chand Baori (Step well),interested know water ancient india visit place far better bath ancient romans th cunturay ad time build,4,Anonymous,05/07/2018
Location 2,Chand Baori (Step well),way better expectations picture available internet justice place need hire guide information available internet try going,4,Anonymous,01/01/2015
Location 2,Chand Baori (Step well),glad stumbled review place resulted unforgettable experience totally amazing place,5,Anonymous,15/04/2018
Location 2,Chand Baori (Step well),stopped recent trip included agra jaipur far best experience trip taj mahal amer fort magnificent structure felt like discovering,5,Anonymous,26/05/2015
Location 2,Chand Baori (Step well),agree reviewers good stop driving agra jaipur drove agra keolado national park bharatpur bird sanctuary stopped abhaneri minutes continuing,4,Anonymous,27/01/2017
Location 2,Chand Baori (Step well),keen site prior coming india think looked really amazing large pictures actually smaller person pictured said went busy,5,Anonymous,02/02/2023
Location 2,Chand Baori (Step well),aware step wells india tv called amazing race absolutely delighted driver leisure india tours took detour place whilst driving agra jaipur,5,Anonymous,16/08/2021
Location 2,Chand Baori (Step well),abhaneri step aka chand baori know place calm beautiful area villages beautiful peaceful midway jaipur agra minutes highway,5,Anonymous,04/10/2016
Location 2,Chand Baori (Step well),know place calm beautiful area villages beautiful peaceful midway jaipur agra minutes highway km jaipur agra,5,Anonymous,17/09/2016
Location 2,Chand Baori (Step well),years old preserved step beautiful geometrical pattern steps amazing architecture travelling agra jaipur highway conveniently located kms highway near sikandara agra jaipur highway,5,Anonymous,21/10/2015
Location 2,Chand Baori (Step well),heard stepwell friend years ago decided drive jaipur bharatpur agra decided visit place stopped directions way locals heard place,4,Anonymous,18/05/2013
Location 2,Chand Baori (Step well),hired driver jaipur visit abhaneri step half hour drive hour return worth visit step amazing piece historic architecture aura mysticism,4,Anonymous,18/06/2014
Location 2,Chand Baori (Step well),interesting architectural structures seen stop looking feeling c escher painting,3,Anonymous,02/10/2013
Location 2,Chand Baori (Step well),slightly path minutes main road worth fascinating relic past makes realize advanced ancestors ways,5,Anonymous,03/11/2015
Location 2,Chand Baori (Step well),impressed place tranquil secluded atmosphere beauty best places visited india trip,5,Anonymous,15/07/2016
Location 2,Chand Baori (Step well),awesome architectural marvels seen india probably world monument steps inside huge operational summers able ft water level tourists enter,5,Anonymous,03/02/2014
Location 2,Chand Baori (Step well),like seen scale awe inspiring worth stop way,4,Anonymous,21/07/2021
Location 2,Chand Baori (Step well),abhneri step proud rajasthan step situated alwar dist rajasthan think largest step lots steps,4,Anonymous,13/01/2016
Location 2,Chand Baori (Step well),driving jaipur agra way time place heck jaipur make effort trek city outside easily pass,4,Anonymous,22/12/2015
Location 2,Chand Baori (Step well),absolutely breathtaking marvel geometrical precision building skill rivals pyramids amazing know little place rajasthan,5,Anonymous,08/04/2017
Location 2,Chand Baori (Step well),soon members group stepped inside attraction collective wow heard truly impressive structure somewhat inverted castle benefited allowed,5,Anonymous,03/12/2015
Location 2,Chand Baori (Step well),genius plan store water summers make big people inside retrieve place cold extreme warm temperatures proud thinking,4,Anonymous,22/09/2020
Location 2,Chand Baori (Step well),miss lost original indian culture strange unique chand baori beautiful oldest deepest step wells india constructed ad king chandra,4,Anonymous,03/09/2020
Location 2,Chand Baori (Step well),site short stop way agra jaipur gave chance stretch legs seeing unique site amazing learn collected monsoon rains,4,Anonymous,09/08/2015
Location 2,Chand Baori (Step well),visit place think latest technology science think ways conserve water like years ago electricity,4,Anonymous,17/08/2016
Location 2,Chand Baori (Step well),middle village usual guides beggars impressive unlike seen overly improved look old,5,Anonymous,01/05/2022
Location 2,Chand Baori (Step well),stop itinerary grateful driver squeezed absolutely amazing structure sen appreciated adjacent temple interesting years old,5,Anonymous,13/04/2016
Location 2,Chand Baori (Step well),genius science jantar mantar places constructed reasons storing water dry climate temperature lower,2,Anonymous,07/08/2014
Location 2,Chand Baori (Step well),staying jaipur sure step worth time effort travelling car agra jaipur way round plan short visit step,4,Anonymous,20/05/2020
Location 2,Chand Baori (Step well),short way main road agra jaipur worth taking short detour visit impressive site situated tranquil rural village quite unlike places main road illustrates old indian,4,Anonymous,09/10/2016
Location 2,Chand Baori (Step well),stopped en route agra jaipur included tour itinerary amazed construction technique worth minute diversion included looking place temple door worth quick look,4,Anonymous,02/09/2017
Location 2,Chand Baori (Step well),chand baori used location films seen starting visited tourists visit makes pleasant short detour trip agra jaipur baori impressive,5,Anonymous,30/03/2020
Location 2,Chand Baori (Step well),later afternoon symmetry steps amazing unfortunately allowed try steps,4,Anonymous,09/11/2017
Location 2,Chand Baori (Step well),good example source water town gets collected rains ground people walk steps upto deep water bath swim water home use,4,Anonymous,29/04/2022
Location 2,Chand Baori (Step well),travel car agra jaipur make sure stop fatehpur sikri later stepwell stop lunch highway expensive terrible food snacks stepwell,2,Anonymous,26/10/2014
Location 2,Chand Baori (Step well),detour especially visit step amazing expected enjoyment marred complete absence interpretation caretaker gave basic details sure veracity,5,Anonymous,31/07/2018
Location 2,Chand Baori (Step well),quick stop stepwell minute detour agra jaipur road fascinating place seen like stopped small boy years old asking magic,4,Anonymous,26/03/2015
Location 2,Chand Baori (Step well),interesting place stop way agra jaipur impressive unlike seen visited place early october tourists,4,Anonymous,06/02/2023
Location 2,Chand Baori (Step well),unexpected stop way jaipur agra ones area time able great photos enormous walls,4,Anonymous,13/09/2019
Location 2,Chand Baori (Step well),itineraries thing jaipur architectural masterpiece actually engineered store rain water oldest deepest wells india unique experience,4,Anonymous,25/06/2021
Location 2,Chand Baori (Step well),attraction mentioned itinerary reading reviews ta included people step given prominence everyones itinerary,4,Anonymous,28/02/2022
Location 2,Chand Baori (Step well),old step temple road local guide provide guided tour small tip step amazing structure history interesting,5,Anonymous,11/07/2013
Location 2,Chand Baori (Step well),step interesting unusual place visit tripadvisor asked driver make diversion journey agra jaipur minutes main road step,4,Anonymous,24/10/2018
Location 2,Chand Baori (Step well),stopped abhaneri way agra jaipur takes hours jaipur small km detour route agra step amazes geometric precision scale create,4,Anonymous,11/11/2020
Location 2,Chand Baori (Step well),really interesting hindu site ruined temple step ot mainstream agenda fabulous carving varying states repair experience unique construction,4,Anonymous,10/02/2021
Location 2,Chand Baori (Step well),step worth seeing way took min teenagers impressed unforetunately longer allowed step steps went nearby temple away,4,Anonymous,29/03/2016
Location 2,Chand Baori (Step well),beautiful architecture symmetrical placing steps way jaipur agra truly amazing,5,Anonymous,26/08/2020
Location 2,Chand Baori (Step well),situated small village miles agra jaipur road definitely worth trip striking construction design makes feel escher picture,4,Anonymous,18/07/2020
Location 2,Chand Baori (Step well),mentioned reviews thing convince years old practical purposes grandeur step helped preserve water desert like weather,5,Anonymous,07/05/2017
Location 2,Chand Baori (Step well),deep engineered location abhaneri means visit travelling road jaipur agra vice versa,3,Anonymous,15/04/2016
Location 2,Chand Baori (Step well),step sight behold unbelievable really highly recommend visit abhaneri,4,Anonymous,13/05/2014
Location 2,Chand Baori (Step well),beaten path detour driving agra fatefur sikri jaipur great ask driver stop abhaneri abhaneri small town compared big cities probably,3,Anonymous,20/07/2015
Location 2,Chand Baori (Step well),place halfway jaipur agra driving delhi ranthambhore perfect place break abhaneri step wells rajasthan years old located abhaneri village opposite harshat mata temple constructed ce,4,Anonymous,19/06/2016
Location 2,Chand Baori (Step well),travelling agra jaipur stopped fatepur sikhri abhaneri step en route step minute detour altogether main road leading agra jaipur nice worthwhile stop,4,Anonymous,14/01/2019
Location 2,Chand Baori (Step well),place kms jaipur way agra easy reach spend mins place beautifully built preserved step adjacent th century built temple harshat mata despite,5,Anonymous,20/07/2020
Location 2,Chand Baori (Step well),hidden sleepy small village chand baoli stepwell place worth visiting said years old largest baoli flight steps arranged mesmerizing geometrical pattern leading pit,3,Anonymous,17/01/2015
Location 2,Chand Baori (Step well),alittle main road worth time effort years old design stairs ingenious used scene straight indiana jones movie cost enter,4,Anonymous,12/02/2014
Location 2,Chand Baori (Step well),truly architectural marvel left wondering make thing ling water spectacular sight missed hike,4,Anonymous,09/07/2017
Location 2,Chand Baori (Step well),stepwell abhaneri marvelous architecture good govt old time kings preserved water passing agra jaipur small village arround stepwall beautiful art work n carving statue antique statue earler called bhooto ka dera place,5,Anonymous,04/01/2022
Location 2,Chand Baori (Step well),hours drive car abhaneri jaipur smaller town locals aware tourists curious city expected,4,Anonymous,03/01/2015
Location 2,Chand Baori (Step well),brilliant lovely site architecturally best visit track coming jaipur agra worth visiting,5,Anonymous,30/10/2015
Location 2,Chand Baori (Step well),step developed art form impressive step wells abhaneri went agra arrived jaipur drop located small village impact huge,4,Anonymous,29/07/2017
Location 2,Chand Baori (Step well),th century stepwell abhaneri beautiful sight village abhaneri apart stepwell karni mata temple right stepwell marvelous example medival indian architecture,5,Anonymous,18/04/2020
Location 2,Chand Baori (Step well),road agra jaipur driver suggested detour abhaneri stepwell chand baori detour provided interesting sights main highway small villages finally reaching abhaneri interesting view country,4,Anonymous,09/05/2020
Location 2,Chand Baori (Step well),minutes main jaipur agra road near bamanpura chand baori spectacular step worth making detour passing way tourists whistle stop golden triangle tours delhi agra jaipur enlightened coach operators make brief,4,Anonymous,28/04/2015
Location 2,Chand Baori (Step well),planned train jaipur agra reading wanted make sure effort little hidden wonder foreigners tourists,4,Anonymous,03/06/2019
Location 2,Chand Baori (Step well),step village abnaheri minutes main jaipur agra road near bamanpura worth making detour passing way tourists whistle stop golden triangle tours delhi agra jaipur enlightened coach operators make,4,Anonymous,05/07/2016
Location 2,Chand Baori (Step well),watched fall movie noticed cinematography happens step included itinerary place incredibly awesome worth visiting eventhough scale place smaller,5,Anonymous,01/11/2022
Location 2,Chand Baori (Step well),saw stepwell trip advisor added itinerary pleased situated small village agra jaipur road driver easily simplicity symmetry,4,Anonymous,29/01/2016
Location 2,Chand Baori (Step well),india baolis step wells regarded significant tourist attractions magnificent pieces architecture splendid ones delhi close qutb minar,5,Anonymous,24/11/2016
Location 2,Chand Baori (Step well),visited step way agra jaipur small detour signs posted place beautiful architecture far ahead time building rain water harvesting,4,Anonymous,29/06/2016
Location 2,Chand Baori (Step well),told place taxi driver like people travelling agra jaipur stopped fatepur sikhri abhaneri step local guide turned paid,3,Anonymous,02/07/2020
Location 2,Chand Baori (Step well),near opportunity world like india,4,Anonymous,21/01/2019
Location 2,Chand Baori (Step well),caution need taxi rickshaw wait fares monks want tip donation enter temples men women bathe nude ogling considered polite architecture lovely,4,Anonymous,20/08/2017
Location 2,Chand Baori (Step well),saw listed lonely planet worth detour nearby durga temple car driver includiing detour eroute worth light steps,3,Anonymous,02/12/2021
Location 2,Chand Baori (Step well),beautifully preserved step worth detour unfortunately tourist accident access denied interior structures overlooking february,2,Anonymous,22/03/2022
Location 2,Chand Baori (Step well),seen pictures read reviews really wanted car driver jaipur hours site open taxi driver local guide,3,Anonymous,07/03/2023
Location 2,Chand Baori (Step well),recently great pleasure touring rajasthan courtesy fantastic travel company truly india travels ajay kumar staff wonderful driver nipu really took good care available needs,5,Anonymous,25/10/2018
Location 2,Chand Baori (Step well),took taxi jaipur step cost rps including visit amber fort way took hours kms away honest impressed,5,Anonymous,07/10/2020
Location 2,Chand Baori (Step well),deepest step world built day according folklore maintain government problem good restaurant nearest city dausa,3,Anonymous,06/01/2016
Location 2,Chand Baori (Step well),nice stop minutes minutes main road jaipur agra minutes site guide offered travel agent neccesarry site guidebook fantastic,4,Anonymous,19/05/2021
Location 2,Chand Baori (Step well),seen step wells middle east compare abhaneri grand scale beauty carvings artistic execution steps landings special wonder behold,5,Anonymous,09/06/2017
Location 2,Chand Baori (Step well),stopped step en route ranthambhore agra half hour detour worth amazing structure quick guided tour young man pointed interesting,5,Anonymous,21/09/2022
Location 2,Chand Baori (Step well),place touristic circuit rare place student guide outside temple know story,3,Anonymous,27/05/2016
Location 2,Chand Baori (Step well),plan driver took highlight india cool reminds prison dark knight rises lot cool history old structure,4,Anonymous,05/04/2015
Location 2,Chand Baori (Step well),love architecture step abhaneri hours drive jaipur central agra good place trip jaipur,5,Anonymous,23/05/2022
Location 2,Chand Baori (Step well),plan driver took highlight india cool reminds prison dark knight rises lot cool history old structure,4,Anonymous,05/07/2016
Location 2,Chand Baori (Step well),certainly worth effort visiting located small village old temple lot work needs make tourist friendly character place wonderful water,5,Anonymous,05/09/2019
Location 2,Chand Baori (Step well),unique like far agra jaipur road chance,4,Anonymous,23/05/2019
Location 2,Chand Baori (Step well),step wells sources water centers theater performing arts time high noon geometric shadows walls camera busy good worth,4,Anonymous,19/01/2018
Location 2,Chand Baori (Step well),amazing place definitely worth travel like,5,Anonymous,11/07/2018
Location 2,Chand Baori (Step well),village friend russia crazy time know place friend knew stayed villager home really amazing experience,5,Anonymous,15/07/2022
Location 2,Chand Baori (Step well),stepwell km away jaipur agra road sure look seen lead levels thousands geometric patterns ground water architectural masterpiece middle ages,5,Anonymous,16/07/2019
Location 2,Chand Baori (Step well),know visiting pleasantly surprised need definitely visit near amazing seen mins,5,Anonymous,10/10/2020
Location 2,Chand Baori (Step well),beautiful old wells worth going saw internet going disappointed,4,Anonymous,07/07/2015
Location 2,Chand Baori (Step well),traveling overseas adventure travel group special detour unusual impressive series tiered steps quite steep leads actual water level huge impressive,5,Anonymous,07/12/2016
Location 2,Chand Baori (Step well),baori step amazing india remains palace sides levels steps amazing geometric patterns actual built ninth century,5,Anonymous,10/02/2016
Location 2,Chand Baori (Step well),effort make stopover add journey small village interesting wander abhaneri step wall entrance use offer local guide vying business arrival,4,Anonymous,20/12/2021
Location 2,Chand Baori (Step well),travelling jaipur agra crossing town dausa temple road stop vehicle moment enter temple really amazing minute stay refresh,4,Anonymous,31/01/2014
Location 2,Chand Baori (Step well),unique site worth drive thing temple fallen apart beautiful countryside,4,Anonymous,18/10/2017
Location 2,Chand Baori (Step well),great change pace beautiful guide book mentioned place worth minute visit love,5,Anonymous,28/09/2018
Location 2,Chand Baori (Step well),step wells interesting suggested stop way jaipur bharatpur hotel staff stayed nice suggestion staff interesting place lot history sight unexplored,5,Anonymous,26/01/2019
Location 2,Chand Baori (Step well),worth trip agra jaipur road maybe minute round trip site little bit grotty truly fascinating architecture construction years ago place,5,Anonymous,09/05/2022
Location 2,Chand Baori (Step well),quite interesting beloved said whats stepwell think going steps water elite bathed objection bathing,5,Anonymous,28/09/2016
Location 2,Chand Baori (Step well),icon india driver took heard completely amazed intricate design workmanship extraordinary place,4,Anonymous,16/02/2016
Location 2,Chand Baori (Step well),step ad way agra jaipur worth min drive looks good shape built years ago,4,Anonymous,04/04/2019
Location 2,Chand Baori (Step well),sleepy little village couple hours away jaipur lies thing beauty wonder step built th century store water spectacular combination form function beauty salute,4,Anonymous,21/01/2017
Location 2,Chand Baori (Step well),rajasthan gujarat known step wells abhaneri tops list design unique leaves travelers spell bound,4,Anonymous,27/06/2022
Location 2,Chand Baori (Step well),make sure groups visit abhaneri step way agra jaipur greatest best preserved examples stepped wells india nearby hindu temple worth visiting,5,Anonymous,21/08/2017
Location 2,Chand Baori (Step well),really know expect way gate magnificent structure entered place saw step truly awe inspiring think capability skill construct,5,Anonymous,29/12/2013
Location 2,Chand Baori (Step well),km agra jaipur highway unique structure kind architecture true example rajasthan taking guide worth nice took nice pictures,5,Anonymous,03/11/2021
Location 2,Chand Baori (Step well),interesting hour rough drive jaipur worth unless special historical type thing road jaipur agra taking route,4,Anonymous,05/10/2020
Location 2,Chand Baori (Step well),way fatepur sikri driver suggested trip minutes way interesting site low water engineering went design,3,Anonymous,01/01/2020
Location 2,Chand Baori (Step well),nice place related great history world place like indian vastushilp,5,Anonymous,24/02/2018
Location 2,Chand Baori (Step well),th century step sound ho hum incredible bit engineering construction beautifully preserved centuries neglect worth short trip,4,Anonymous,20/08/2021
Location 2,Chand Baori (Step well),built th century oldest deepest india apparently steps zig zagging depth fenced case thought,3,Anonymous,25/07/2014
Location 2,Chand Baori (Step well),amazing worth trip amazing structure th century wary people note books taking details country asking entrance fee fee videography,5,Anonymous,06/01/2019
